tag-id,animal-id,animal-taxon,deploy-on-date,deploy-off-date,animal-death-comments,animal-life-stage,animal-reproductive-condition,animal-sex,animal-taxon-detail,attachment-type,deploy-off-latitude,deploy-off-longitude,deploy-on-latitude,deploy-on-longitude,deploy-on-person,deployment-comments,deployment-end-comments,deployment-end-type,deployment-id,manipulation-type,study-site,tag-beacon-frequency,tag-manufacturer-name,tag-model,tag-serial-no
car190,QU_car190,Rangifer tarandus,00:00.0,,,,,f,caribou,collar,,,,,,,the tag remained deployed as of 7/31/2016 when data were sent to be added Movebank,other,car190_car190,none,Quintette,150.05,Lotek,GPS LifeCycle,37466
car192,QU_car192,Rangifer tarandus,00:00.0,,,,,f,caribou,collar,,,,,,,the tag remained deployed as of 7/31/2016 when data were sent to be added Movebank,other,car192_car192,none,Quintette,150.18,Lotek,GPS LifeCycle,37479
car189,QU_car189,Rangifer tarandus,00:00.0,,,,,f,caribou,collar,,,,,,,the tag remained deployed as of 7/31/2016 when data were sent to be added Movebank,other,car189_car189,none,Quintette,150.2,Lotek,GPS LifeCycle,37481
car191,QU_car191,Rangifer tarandus,00:00.0,,,,,f,caribou,collar,,,,,,,the tag remained deployed as of 7/31/2016 when data were sent to be added Movebank,other,car191_car191,none,Quintette,150.03,Lotek,GPS LifeCycle,37464
car172,QU_car172,Rangifer tarandus,00:00.0,,,,with calf: N,f,caribou,collar,,,,,,,the tag remained deployed as of 7/31/2016 when data were sent to be added Movebank,other,car172_car172_2,none,Quintette,149.276,ATS,GPS Iridium,30829
car194,QU_car194,Rangifer tarandus,00:00.0,,,,,f,caribou,collar,,,,,,,the tag remained deployed as of 7/31/2016 when data were sent to be added Movebank,other,car194_car194,none,Quintette,150.11,Lotek,GPS LifeCycle,37472
car197,QU_car197,Rangifer tarandus,00:00.0,,,,,f,caribou,collar,,,,,,,the tag remained deployed as of 7/31/2016 when data were sent to be added Movebank,other,car197_car197,none,Quintette,150.08,Lotek,GPS LifeCycle,37469
car195,QU_car195,Rangifer tarandus,00:00.0,,,,,f,caribou,collar,,,,,,,the tag remained deployed as of 7/31/2016 when data were sent to be added Movebank,other,car195_car195,none,Quintette,150.17,Lotek,GPS LifeCycle,37478
car196,QU_car196,Rangifer tarandus,00:00.0,,,,,f,caribou,collar,,,,,,,the tag remained deployed as of 7/31/2016 when data were sent to be added Movebank,other,car196_car196,none,Quintette,150.24,Lotek,GPS LifeCycle,37485
car199,KE_car199,Rangifer tarandus,00:00.0,,,,,f,caribou,collar,,,,,,,,unknown,car199_car199,none,Kennedy,150,Lotek,GPS LifeCycle,37461
car200,KE_car200,Rangifer tarandus,00:00.0,,,,,f,caribou,collar,,,,,,,,unknown,car200_car200,none,Kennedy,150.19,Lotek,GPS LifeCycle,37480
car198,KE_car198,Rangifer tarandus,00:00.0,,,,,f,caribou,collar,,,,,,,,unknown,car198_car198,none,Kennedy,150.09,Lotek,GPS LifeCycle,37470
